,timestamp,tag,type,description,test
3911,2024-08-22 07:02:09.999999994,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,24
3912,2024-08-22 11:33:29.999999994,AIR002_2,H,SEP UFLW E CONC HIGH ALM,24
3913,2024-08-22 15:29:39.999999994,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,24
3914,2024-08-23 02:35:59.999999994,AIR003_3,H,PURGE C CONC HIGH ALM,24
3915,2024-08-23 02:40:19.999999994,AIR001_3,H,REACT FEED C CONC HIGH ALM,24
3916,2024-08-23 03:06:49.999999994,AIR001_1,L,REACT FEED A CONC LOW ALM,24
3917,2024-08-23 03:16:59.999999994,AIR003_1,L,PURGE A CONC LOW ALM,24
3918,2024-08-23 04:01:29.999999994,AIR002_2,H,SEP UFLW E CONC HIGH ALM,24
3919,2024-08-23 04:15:09.999999994,AIR001_6,L,REACT FEED F CONC LOW ALM,24
3920,2024-08-23 04:15:49.999999994,AIR001_2,L,REACT FEED B CONC LOW ALM,24
3921,2024-08-23 04:42:39.999999994,FIR123,H,FLW COND CW HIGH ALM,24
3922,2024-08-23 04:47:49.999999994,AIR001_5,H,REACT FEED E CONC HIGH ALM,24
3923,2024-08-23 05:07:49.999999994,AIR003_5,H,PURGE E CONC HIGH ALM,24
3924,2024-08-23 05:21:29.999999994,FIR100,H,FLW FEED A HIGH ALM,24
3925,2024-08-23 05:28:09.999999994,AIR003_8,L,PURGE H CONC LOW ALM,24
3926,2024-08-23 05:29:29.999999994,FIR115,L,FLW PURGE LOW ALM,24
3927,2024-08-23 05:41:59.999999994,V160,H,VLV POS FEED A HIGH ALM,24
3928,2024-08-23 05:59:49.999999994,V167,L,VLV POS PURGE LOW ALM,24
3929,2024-08-23 06:37:09.999999994,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,24
3930,2024-08-23 06:54:09.999999994,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,24
3931,2024-08-23 06:56:19.999999994,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED,24
3932,2024-08-23 07:00:09.999999994,AIR001_2,L NR,REACT FEED B CONC LOW ALM RECOVERED,24
3933,2024-08-23 07:00:59.999999994,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED,24
3934,2024-08-23 07:08:19.999999994,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,24
3935,2024-08-23 07:13:39.999999994,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,24
3936,2024-08-23 07:52:49.999999994,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,24
3937,2024-08-23 07:53:49.999999994,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED,24
3938,2024-08-23 08:09:29.999999994,AIR003_3,L,PURGE C CONC LOW ALM,24
3939,2024-08-23 08:09:49.999999994,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED,24
3940,2024-08-23 08:28:09.999999994,AIR001_3,L,REACT FEED C CONC LOW ALM,24
3941,2024-08-23 08:40:59.999999994,FIR100,H NR,FLW FEED A HIGH ALM RECOVERED,24
3942,2024-08-23 08:42:29.999999994,V167,L NR,VLV POS PURGE LOW ALM RECOVERED,24
3943,2024-08-23 08:52:59.999999994,FIR115,L NR,FLW PURGE LOW ALM RECOVERED,24
3944,2024-08-23 09:04:29.999999994,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,24
3945,2024-08-23 10:37:09.999999994,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,24
3946,2024-08-23 11:14:59.999999994,AIR001_1,H,REACT FEED A CONC HIGH ALM,24
3947,2024-08-23 11:27:29.999999994,AIR003_1,H,PURGE A CONC HIGH ALM,24
3948,2024-08-23 11:28:09.999999994,FIR123,L,FLW COND CW LOW ALM,24
3949,2024-08-23 12:14:29.999999994,AIR003_8,H,PURGE H CONC HIGH ALM,24
3950,2024-08-23 13:04:29.999999994,AIR002_2,L,SEP UFLW E CONC LOW ALM,24
3951,2024-08-23 13:51:29.999999994,AIR003_8,H NR,PURGE H CONC HIGH ALM RECOVERED,24
3952,2024-08-23 13:54:39.999999994,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,24
3953,2024-08-23 14:31:59.999999994,FIR100,L,FLW FEED A LOW ALM,24
3954,2024-08-23 15:13:59.999999994,AIR003_1,H NR,PURGE A CONC HIGH ALM RECOVERED,24
3955,2024-08-23 15:18:29.999999994,AIR001_1,H NR,REACT FEED A CONC HIGH ALM RECOVERED,24
3956,2024-08-23 15:23:29.999999994,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,24
3957,2024-08-23 15:26:59.999999994,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED,24
3958,2024-08-23 15:50:09.999999994,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,24
3959,2024-08-23 16:27:19.999999994,FIR100,L NR,FLW FEED A LOW ALM RECOVERED,24
3960,2024-08-23 16:52:39.999999994,AIR003_3,H,PURGE C CONC HIGH ALM,24
3961,2024-08-23 17:16:49.999999994,AIR001_3,H,REACT FEED C CONC HIGH ALM,24
3962,2024-08-23 20:16:59.999999994,AIR002_2,H,SEP UFLW E CONC HIGH ALM,24
3963,2024-08-23 20:30:09.999999994,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,24
3964,2024-08-23 20:34:19.999999994,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,24
3965,2024-08-23 21:46:39.999999994,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,24
3966,2024-08-24 04:31:59.999999994,FIR103,L,FLW FEED C LOW ALM,24
3967,2024-08-24 04:33:09.999999994,FIR123,L,FLW COND CW LOW ALM,24
3968,2024-08-24 04:34:29.999999994,FIR122,L,FLW REACT CW LOW ALM,24
3969,2024-08-24 04:36:19.999999994,TIR111,H,TEMP STRIP HIGH ALM,24
3970,2024-08-24 04:37:29.999999994,PIR111,L,PRES STRIP LOW ALM,24
3971,2024-08-24 04:37:39.999999994,PIR116,L,PRES SEP LOW ALM,24
3972,2024-08-24 04:37:49.999999994,V163,L,VLV POS FEED C LOW ALM,24
3973,2024-08-24 04:38:09.999999994,FIR104,L,FLW REACT FEED LOW ALM,24
3974,2024-08-24 04:38:09.999999994,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,24
3975,2024-08-24 04:42:19.999999994,FIR123,L,FLW COND CW LOW ALM,24
3976,2024-08-24 04:45:19.999999994,AIR001_3,L,REACT FEED C CONC LOW ALM,24
3977,2024-08-24 04:45:19.999999994,AIR001_4,H,REACT FEED D CONC HIGH ALM,24
3978,2024-08-24 04:45:39.999999994,AIR003_4,H,PURGE D CONC HIGH ALM,24
3979,2024-08-24 04:45:49.999999994,TIR109,H,FLW FEED A HIGH ALM,24
3980,2024-08-24 04:45:59.999999994,AIR001_2,H,REACT FEED B CONC HIGH ALM,24
3981,2024-08-24 04:45:59.999999994,AIR003_8,H,PURGE H CONC HIGH ALM,24
3982,2024-08-24 04:46:09.999999994,K100,L,COMP WORK LOW ALM,24
3983,2024-08-24 04:46:49.999999994,AIR003_3,L,PURGE C CONC LOW ALM,24
3984,2024-08-24 04:48:19.999999994,AIR003_7,H,PURGE G CONC HIGH ALM,24
3985,2024-08-24 04:48:29.999999994,AIR001_5,H,REACT FEED E CONC HIGH ALM,24
3986,2024-08-24 04:48:59.999999994,AIR001_6,H,REACT FEED F CONC HIGH ALM,24
3987,2024-08-24 04:50:09.999999994,AIR001_1,L,REACT FEED A CONC LOW ALM,24
3988,2024-08-24 04:50:09.999999994,AIR003_5,H,PURGE E CONC HIGH ALM,24
3989,2024-08-24 04:52:09.999999994,TIR118,H,TEMP SEP HIGH ALM,24
3990,2024-08-24 04:52:19.999999994,V164,L,VLV POS CW REACT LOW ALM,24
3991,2024-08-24 04:53:09.999999994,AIR003_1,L,PURGE A CONC LOW ALM,24
3992,2024-08-24 04:54:09.999999994,TIR113,H,FLW FEED A HIGH ALM,24
3993,2024-08-24 04:56:09.999999994,LIR106,L,LVL REACT LOW ALM,24
3994,2024-08-24 04:56:49.999999994,PIR116,L NR,PRES SEP LOW ALM RECOVERED,24
3995,2024-08-24 04:57:39.999999994,PIR111,L NR,PRES STRIP LOW ALM RECOVERED,24
3996,2024-08-24 05:00:39.999999994,LIR117,L,LEVEL SEP LOW ALM,24
3997,2024-08-24 05:01:29.999999994,AIR002_2,H,SEP UFLW E CONC HIGH ALM,24
3998,2024-08-24 05:01:29.999999994,AIR002_3,H,SEP UFLW F CONC HIGH ALM,24
3999,2024-08-24 05:03:49.999999994,V167,H,VLV POS PURGE HIGH ALM,24
4000,2024-08-24 05:04:09.999999994,PIR108,H,PRES REACT HIGH ALM,24
4001,2024-08-24 08:04:09.999999994,FIR103,L NR,FLW FEED C LOW ALM RECOVERED,25
4002,2024-08-24 08:04:09.999999994,FIR104,L NR,FLW REACT FEED LOW ALM RECOVERED,25
4003,2024-08-24 08:04:09.999999994,PIR108,H NR,PRES REACT HIGH ALM RECOVERED,25
4004,2024-08-24 08:04:09.999999994,LIR106,L NR,LVL REACT LOW ALM RECOVERED,25
4005,2024-08-24 08:04:09.999999994,TIR118,H NR,TEMP SEP HIGH ALM RECOVERED,25
4006,2024-08-24 08:04:09.999999994,LIR117,L NR,LEVEL SEP LOW ALM RECOVERED,25
4007,2024-08-24 08:04:09.999999994,TIR111,H NR,TEMP STRIP HIGH ALM RECOVERED,25
4008,2024-08-24 08:04:09.999999994,K100,L NR,COMP WORK LOW ALM RECOVERED,25
4009,2024-08-24 08:04:09.999999994,TIR109,H NR,FLW FEED A HIGH ALM RECOVERED,25
4010,2024-08-24 08:04:09.999999994,TIR113,H NR,FLW FEED A HIGH ALM RECOVERED,25
4011,2024-08-24 08:04:09.999999994,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,25
4012,2024-08-24 08:04:09.999999994,AIR001_2,H NR,REACT FEED B CONC HIGH ALM RECOVERED,25
4013,2024-08-24 08:04:09.999999994,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED,25
4014,2024-08-24 08:04:09.999999994,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED,25
4015,2024-08-24 08:04:09.999999994,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,25
4016,2024-08-24 08:04:09.999999994,AIR001_6,H NR,REACT FEED F CONC HIGH ALM RECOVERED,25
4017,2024-08-24 08:04:09.999999994,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,25
4018,2024-08-24 08:04:09.999999994,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,25
4019,2024-08-24 08:04:09.999999994,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED,25
4020,2024-08-24 08:04:09.999999994,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED,25
4021,2024-08-24 08:04:09.999999994,AIR003_7,H NR,PURGE G CONC HIGH ALM RECOVERED,25
4022,2024-08-24 08:04:09.999999994,AIR003_8,H NR,PURGE H CONC HIGH ALM RECOVERED,25
4023,2024-08-24 08:04:09.999999994,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,25
4024,2024-08-24 08:04:09.999999994,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED,25
4025,2024-08-24 08:04:09.999999994,FIR122,L NR,FLW REACT CW LOW ALM RECOVERED,25
4026,2024-08-24 08:04:09.999999994,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,25
4027,2024-08-24 08:04:09.999999994,V163,L NR,VLV POS FEED C LOW ALM RECOVERED,25
4028,2024-08-24 08:04:09.999999994,V167,H NR,VLV POS PURGE HIGH ALM RECOVERED,25
4029,2024-08-24 08:04:09.999999994,V164,L NR,VLV POS CW REACT LOW ALM RECOVERED,25
4030,2024-08-24 09:41:59.999999994,AIR001_3,H,REACT FEED C CONC HIGH ALM,25
4031,2024-08-24 09:42:09.999999994,AIR003_3,H,PURGE C CONC HIGH ALM,25
4032,2024-08-24 10:11:59.999999994,AIR001_1,L,REACT FEED A CONC LOW ALM,25
4033,2024-08-24 10:15:49.999999994,AIR003_1,L,PURGE A CONC LOW ALM,25
4034,2024-08-24 10:30:39.999999994,AIR002_2,H,SEP UFLW E CONC HIGH ALM,25
4035,2024-08-24 11:22:49.999999994,AIR001_6,L,REACT FEED F CONC LOW ALM,25
4036,2024-08-24 11:35:49.999999994,AIR001_2,L,REACT FEED B CONC LOW ALM,25
4037,2024-08-24 11:44:49.999999994,FIR123,H,FLW COND CW HIGH ALM,25
4038,2024-08-24 11:53:09.999999994,AIR001_5,H,REACT FEED E CONC HIGH ALM,25
4039,2024-08-24 12:11:49.999999994,AIR003_5,H,PURGE E CONC HIGH ALM,25
4040,2024-08-24 12:20:09.999999994,AIR003_8,L,PURGE H CONC LOW ALM,25
4041,2024-08-24 12:24:59.999999994,FIR100,H,FLW FEED A HIGH ALM,25
4042,2024-08-24 12:32:09.999999994,FIR115,L,FLW PURGE LOW ALM,25
4043,2024-08-24 12:47:49.999999994,V160,H,VLV POS FEED A HIGH ALM,25
4044,2024-08-24 13:01:59.999999994,V167,L,VLV POS PURGE LOW ALM,25
4045,2024-08-24 13:35:59.999999994,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED,25
4046,2024-08-24 13:45:49.999999994,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,25
4047,2024-08-24 13:52:19.999999994,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,25
4048,2024-08-24 13:53:59.999999994,AIR001_2,L NR,REACT FEED B CONC LOW ALM RECOVERED,25
4049,2024-08-24 14:05:39.999999994,AIR003_8,L NR,PURGE H CONC LOW ALM RECOVERED,25
4050,2024-08-24 14:15:49.999999994,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,25
4051,2024-08-24 14:16:29.999999994,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,25
4052,2024-08-24 14:55:09.999999994,FIR123,H NR,FLW COND CW HIGH ALM RECOVERED,25
4053,2024-08-24 14:59:29.999999994,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,25
4054,2024-08-24 15:13:59.999999994,V160,H NR,VLV POS FEED A HIGH ALM RECOVERED,25
4055,2024-08-24 15:16:39.999999994,AIR003_3,L,PURGE C CONC LOW ALM,25
4056,2024-08-24 15:26:29.999999994,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,25
4057,2024-08-24 15:29:19.999999994,AIR001_3,L,REACT FEED C CONC LOW ALM,25
4058,2024-08-24 15:40:09.999999994,V167,L NR,VLV POS PURGE LOW ALM RECOVERED,25
4059,2024-08-24 15:40:59.999999994,FIR100,H NR,FLW FEED A HIGH ALM RECOVERED,25
4060,2024-08-24 15:52:19.999999994,FIR115,L NR,FLW PURGE LOW ALM RECOVERED,25
4061,2024-08-24 17:20:39.999999994,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,25
4062,2024-08-24 17:38:29.999999994,AIR001_1,H,REACT FEED A CONC HIGH ALM,25
4063,2024-08-24 17:54:39.999999994,FIR123,L,FLW COND CW LOW ALM,25
4064,2024-08-24 17:58:19.999999994,AIR003_1,H,PURGE A CONC HIGH ALM,25
4065,2024-08-24 19:11:19.999999994,AIR002_3,L,SEP UFLW F CONC LOW ALM,25
4066,2024-08-24 19:13:29.999999994,AIR003_8,H,PURGE H CONC HIGH ALM,25
4067,2024-08-24 19:52:29.999999994,AIR003_8,H NR,PURGE H CONC HIGH ALM RECOVERED,25
4068,2024-08-24 20:15:09.999999994,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,25
4069,2024-08-24 20:21:19.999999994,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,25
4070,2024-08-24 20:49:39.999999994,FIR100,L,FLW FEED A LOW ALM,25
4071,2024-08-24 21:21:49.999999994,V160,L,VLV POS FEED A LOW ALM,25
4072,2024-08-24 21:38:29.999999994,AIR002_2,L,SEP UFLW E CONC LOW ALM,25
4073,2024-08-24 21:52:19.999999994,AIR003_1,H NR,PURGE A CONC HIGH ALM RECOVERED,25
4074,2024-08-24 22:03:09.999999994,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,25
4075,2024-08-24 22:05:09.999999994,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED,25
4076,2024-08-24 22:14:59.999999994,AIR001_1,H NR,REACT FEED A CONC HIGH ALM RECOVERED,25
4077,2024-08-24 22:20:09.999999994,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,25
4078,2024-08-24 22:54:49.999999994,V160,L NR,VLV POS FEED A LOW ALM RECOVERED,25
4079,2024-08-24 23:22:39.999999994,FIR100,L NR,FLW FEED A LOW ALM RECOVERED,25
4080,2024-08-24 23:26:19.999999994,AIR003_3,H,PURGE C CONC HIGH ALM,25
4081,2024-08-24 23:39:19.999999994,AIR001_3,H,REACT FEED C CONC HIGH ALM,25
4082,2024-08-25 01:50:39.999999994,AIR002_2,H,SEP UFLW E CONC HIGH ALM,25
4083,2024-08-25 03:14:09.999999994,AIR001_3,H NR,REACT FEED C CONC HIGH ALM RECOVERED,25
4084,2024-08-25 03:23:09.999999994,AIR003_3,H NR,PURGE C CONC HIGH ALM RECOVERED,25
4085,2024-08-25 04:50:09.999999994,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,25
4086,2024-08-25 06:26:29.999999994,AIR003_3,L,PURGE C CONC LOW ALM,25
4087,2024-08-25 07:17:49.999999994,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,25
4088,2024-08-25 12:16:19.999999994,AIR103_2,H,C FEED B CONC HIGH ALM,25
4089,2024-08-25 16:17:29.999999994,AIR001_6,L,REACT FEED F CONC LOW ALM,25
4090,2024-08-25 17:34:49.999999994,AIR002_3,L,SEP UFLW F CONC LOW ALM,25
4091,2024-08-25 17:54:19.999999994,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,25
4092,2024-08-25 18:37:09.999999994,AIR003_6,L,PURGE F CONC LOW ALM,25
4093,2024-08-25 18:39:49.999999994,AIR002_3,L,SEP UFLW F CONC LOW ALM,25
4094,2024-08-25 19:09:19.999999994,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,25
4095,2024-08-25 19:50:59.999999994,AIR002_3,L,SEP UFLW F CONC LOW ALM,25
4096,2024-08-26 15:57:09.999999994,AIR002_2,L,SEP UFLW E CONC LOW ALM,25
4097,2024-08-26 16:13:19.999999994,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,25
4098,2024-08-27 10:13:19.999999994,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED,25
4099,2024-08-27 16:08:19.999999994,AIR002_2,L,SEP UFLW E CONC LOW ALM,25
4100,2024-08-27 17:39:59.999999994,AIR002_2,L NR,SEP UFLW E CONC LOW ALM RECOVERED,25
4101,2024-08-27 21:50:49.999999994,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,25
4102,2024-08-27 23:08:59.999999994,AIR002_3,L,SEP UFLW F CONC LOW ALM,25
4103,2024-08-28 00:05:09.999999994,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,25
4104,2024-08-28 00:16:39.999999994,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED,25
4105,2024-08-28 00:36:39.999999994,AIR002_3,L,SEP UFLW F CONC LOW ALM,25
4106,2024-08-28 01:05:29.999999994,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,25
4107,2024-08-28 08:46:39.999999994,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,25
4108,2024-08-28 17:04:39.999999993,FIR103,L,FLW FEED C LOW ALM,25
4109,2024-08-28 17:05:49.999999995,FIR123,L,FLW COND CW LOW ALM,25
4110,2024-08-28 17:07:09.999999994,FIR122,L,FLW REACT CW LOW ALM,25
4111,2024-08-28 17:08:59.999999996,TIR111,H,TEMP STRIP HIGH ALM,25
4112,2024-08-28 17:10:09.999999994,PIR111,L,PRES STRIP LOW ALM,25
4113,2024-08-28 17:10:19.999999995,PIR116,L,PRES SEP LOW ALM,25
4114,2024-08-28 17:10:29.999999996,V163,L,VLV POS FEED C LOW ALM,25
4115,2024-08-28 17:10:59.999999994,FIR104,L,FLW REACT FEED LOW ALM,25
4116,2024-08-28 17:17:19.999999992,AIR001_3,L,REACT FEED C CONC LOW ALM,25
4117,2024-08-28 17:17:49.999999995,AIR003_4,H,PURGE D CONC HIGH ALM,25
4118,2024-08-28 17:17:49.999999995,AIR003_8,H,PURGE H CONC HIGH ALM,25
4119,2024-08-28 17:18:09.999999993,TIR109,H,FLW FEED A HIGH ALM,25
4120,2024-08-28 17:18:09.999999993,AIR001_2,H,REACT FEED B CONC HIGH ALM,25
4121,2024-08-28 17:18:19.999999994,AIR001_4,H,REACT FEED D CONC HIGH ALM,25
4122,2024-08-28 17:18:49.999999992,AIR001_5,H,REACT FEED E CONC HIGH ALM,25
4123,2024-08-28 17:18:59.999999993,AIR003_3,L,PURGE C CONC LOW ALM,25
4124,2024-08-28 17:20:59.999999996,AIR003_7,H,PURGE G CONC HIGH ALM,25
4125,2024-08-28 17:22:49.999999994,AIR003_5,H,PURGE E CONC HIGH ALM,25
4126,2024-08-28 17:23:09.999999995,AIR001_1,L,REACT FEED A CONC LOW ALM,25
4127,2024-08-28 17:24:19.999999994,TIR118,H,TEMP SEP HIGH ALM,25
4128,2024-08-28 17:24:29.999999994,V164,L,VLV POS CW REACT LOW ALM,25
4129,2024-08-28 17:24:59.999999993,AIR001_6,H,REACT FEED F CONC HIGH ALM,25
4130,2024-08-28 17:25:39.999999993,AIR003_1,L,PURGE A CONC LOW ALM,25
4131,2024-08-28 17:25:59.999999994,TIR113,H,FLW FEED A HIGH ALM,25
4132,2024-08-28 17:28:39.999999993,LIR106,L,LVL REACT LOW ALM,25
4133,2024-08-28 17:28:39.999999993,PIR116,L NR,PRES SEP LOW ALM RECOVERED,25
4134,2024-08-28 17:29:29.999999993,PIR111,L NR,PRES STRIP LOW ALM RECOVERED,25
4135,2024-08-28 17:32:59.999999996,LIR117,L,LEVEL SEP LOW ALM,25
4136,2024-08-28 17:34:09.999999994,AIR002_2,H,SEP UFLW E CONC HIGH ALM,25
4137,2024-08-28 17:34:09.999999994,AIR002_3,H,SEP UFLW F CONC HIGH ALM,25
4138,2024-08-28 17:35:39.999999994,PIR108,H,PRES REACT HIGH ALM,25
4139,2024-08-28 17:35:49.999999995,V167,H,VLV POS PURGE HIGH ALM,25
4140,2024-08-28 20:35:49.999999995,FIR103,L NR,FLW FEED C LOW ALM RECOVERED,26
4141,2024-08-28 20:35:49.999999995,FIR104,L NR,FLW REACT FEED LOW ALM RECOVERED,26
4142,2024-08-28 20:35:49.999999995,PIR108,H NR,PRES REACT HIGH ALM RECOVERED,26
4143,2024-08-28 20:35:49.999999995,LIR106,L NR,LVL REACT LOW ALM RECOVERED,26
4144,2024-08-28 20:35:49.999999995,TIR118,H NR,TEMP SEP HIGH ALM RECOVERED,26
4145,2024-08-28 20:35:49.999999995,LIR117,L NR,LEVEL SEP LOW ALM RECOVERED,26
4146,2024-08-28 20:35:49.999999995,TIR111,H NR,TEMP STRIP HIGH ALM RECOVERED,26
4147,2024-08-28 20:35:49.999999995,TIR109,H NR,FLW FEED A HIGH ALM RECOVERED,26
4148,2024-08-28 20:35:49.999999995,TIR113,H NR,FLW FEED A HIGH ALM RECOVERED,26
4149,2024-08-28 20:35:49.999999995,AIR001_1,L NR,REACT FEED A CONC LOW ALM RECOVERED,26
4150,2024-08-28 20:35:49.999999995,AIR001_2,H NR,REACT FEED B CONC HIGH ALM RECOVERED,26
4151,2024-08-28 20:35:49.999999995,AIR001_3,L NR,REACT FEED C CONC LOW ALM RECOVERED,26
4152,2024-08-28 20:35:49.999999995,AIR001_4,H NR,REACT FEED D CONC HIGH ALM RECOVERED,26
4153,2024-08-28 20:35:49.999999995,AIR001_5,H NR,REACT FEED E CONC HIGH ALM RECOVERED,26
4154,2024-08-28 20:35:49.999999995,AIR001_6,H NR,REACT FEED F CONC HIGH ALM RECOVERED,26
4155,2024-08-28 20:35:49.999999995,AIR003_1,L NR,PURGE A CONC LOW ALM RECOVERED,26
4156,2024-08-28 20:35:49.999999995,AIR003_3,L NR,PURGE C CONC LOW ALM RECOVERED,26
4157,2024-08-28 20:35:49.999999995,AIR003_4,H NR,PURGE D CONC HIGH ALM RECOVERED,26
4158,2024-08-28 20:35:49.999999995,AIR003_5,H NR,PURGE E CONC HIGH ALM RECOVERED,26
4159,2024-08-28 20:35:49.999999995,AIR003_7,H NR,PURGE G CONC HIGH ALM RECOVERED,26
4160,2024-08-28 20:35:49.999999995,AIR003_8,H NR,PURGE H CONC HIGH ALM RECOVERED,26
4161,2024-08-28 20:35:49.999999995,AIR002_2,H NR,SEP UFLW E CONC HIGH ALM RECOVERED,26
4162,2024-08-28 20:35:49.999999995,AIR002_3,H NR,SEP UFLW F CONC HIGH ALM RECOVERED,26
4163,2024-08-28 20:35:49.999999995,FIR122,L NR,FLW REACT CW LOW ALM RECOVERED,26
4164,2024-08-28 20:35:49.999999995,FIR123,L NR,FLW COND CW LOW ALM RECOVERED,26
4165,2024-08-28 20:35:49.999999995,V163,L NR,VLV POS FEED C LOW ALM RECOVERED,26
4166,2024-08-28 20:35:49.999999995,V167,H NR,VLV POS PURGE HIGH ALM RECOVERED,26
4167,2024-08-28 20:35:49.999999995,V164,L NR,VLV POS CW REACT LOW ALM RECOVERED,26
4168,2024-08-28 21:44:09.999999995,AIR103_2,H,C FEED B CONC HIGH ALM,26
4169,2024-08-29 01:38:29.999999995,AIR001_6,L,REACT FEED F CONC LOW ALM,26
4170,2024-08-29 02:38:29.999999995,AIR002_3,L,SEP UFLW F CONC LOW ALM,26
4171,2024-08-29 03:54:19.999999995,AIR003_6,L,PURGE F CONC LOW ALM,26
4172,2024-08-29 03:57:19.999999995,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,26
4173,2024-08-29 04:29:29.999999995,AIR002_3,L,SEP UFLW F CONC LOW ALM,26
4174,2024-08-29 05:42:39.999999995,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,26
4175,2024-08-29 06:00:29.999999995,AIR002_3,L,SEP UFLW F CONC LOW ALM,26
4176,2024-08-30 18:15:39.999999995,AIR103_2,H NR,C FEED B CONC HIGH ALM RECOVERED,26
4177,2024-08-31 03:53:19.999999995,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,26
4178,2024-08-31 04:21:19.999999995,AIR002_3,L,SEP UFLW F CONC LOW ALM,26
4179,2024-08-31 04:53:09.999999995,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,26
4180,2024-08-31 05:40:49.999999995,AIR002_3,L,SEP UFLW F CONC LOW ALM,26
4181,2024-08-31 07:08:59.999999995,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,26
4182,2024-08-31 08:07:29.999999995,AIR003_6,L NR,PURGE F CONC LOW ALM RECOVERED,26
4183,2024-08-31 12:39:39.999999995,AIR002_3,L,SEP UFLW F CONC LOW ALM,26
4184,2024-08-31 12:55:19.999999995,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,26
4185,2024-08-31 14:44:39.999999995,AIR001_6,L NR,REACT FEED F CONC LOW ALM RECOVERED,26
4186,2024-08-31 15:55:39.999999995,AIR002_3,L,SEP UFLW F CONC LOW ALM,26
4187,2024-08-31 16:08:29.999999995,AIR002_3,L NR,SEP UFLW F CONC LOW ALM RECOVERED,26
